document_id,evidence_queries
-000-975-thyssenkrupp_pressrelease_euets-reform_23.5.22_may2022.pdf,"['Emissions Trading', 'Carbon Tax']"
-001-075-thyssenkrupp_pressrelease_COP27_8.11.22_nov2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Communication of Climate Science']"
-001-082-thyssenkrupp_annualreport2022_p.134_17.11.22_nov2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Supporting the Need for Regulations']"
-001-035-Managing_the_energy_transition.pdf,"['Support of UN Climate Process', 'Supporting the Need for Regulations']"
-000-740-Uniper_Building-our-Industrial-Strategy_Apr17_accessedFeb21.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'Carbon Tax']"
-000-797-WEC_ClimateReport_04.21_june2021.pdf,"['Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-750-consultation-on-future-of-uk-carbon-pricing-centrica-submission-12-july-2019_AccessedMarch2021.pdf,"['Emissions Trading', 'Carbon Tax']"
-000-563-Woolworths_2018AGMTranscript_accessedSep20.pdf,"['Support of UN Climate Process', 'GHG Emission Regulation', 'Carbon Tax']"
-000-310-AirLiquide_2017_CDPClimateChangeResponse.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'Renewable Energy']"
-000-057-BASF_2030_Energy_Efficiency_Framework_July_2_2015.pdf,"['Energy and Resource Efficiency', 'Renewable Energy']"
-000-370-CEZ-Group_E3G_Czech-Energy-Snapshot_25-07-2018.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading']"
-000-072-Total_SustainableGrowthReport2014_July_24_2015.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Transparency on Legislation', 'Alignment with IPCC on Climate Action', 'Energy and Resource Efficiency']"
-000-727-Glencore_Q2_D6_PR_2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-906-bluescope_FY2021_FinancialReport_p.3_jan2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Supporting the Need for Regulations']"
-000-379-General_Motors_Sustainability_Report_2017_p.138.pdf,"['Supporting the Need for Regulations', 'Carbon Tax']"
-000-380-SouthernCompany_CDPfromCompanyWebsite_CCR2018_pp.134-5.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency']"
-000-964-GM_SustainabilityReport-2021_Accessed-May2022.pdf,"['Support of UN Climate Process', 'Supporting the Need for Regulations']"
-000-091-ICMM_UNFCCC_Statement_October_22_2015.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process']"
-000-740-Feedback_from__Enel_Group_carbonborderadjustmentmechanism.pdf,"['Emissions Trading', 'Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-698-Rio_Tinto_announces_$1bn_spend_to_reach_net_zero_emissions_by_2050___Environment___The_Guardian.pdf,"['Communication of Climate Science', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-055-Chevron_2014SecurityAnalystMeeting_June_29_2015.pdf,"['Energy Transition & Zero Carbon Technologies', 'Supporting the Need for Regulations']"
-000-865-Opinion_piece_October_2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Supporting the Need for Regulations']"
-000-064-DowChemicalExtract_CDP2014_June.11.2015.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'GHG Emission Regulation', 'Disclosure on Relationships', 'Renewable Energy', 'Energy and Resource Efficiency']"
-000-384-Santos_Climate_Change_Report_2018_March_2019.pdf,"['Emissions Trading', 'Supporting the Need for Regulations', 'Carbon Tax']"
-000-723-44_General-Motors---Q10-:-D6_723057_2020-12-07_12:26.pdf,"['Energy Transition & Zero Carbon Technologies', 'Supporting the Need for Regulations']"
-000-851-AmericaIsAllIn_USclimateaction_12.20_oct2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-774-handelsblatt_germanytarget_6.5.21_may21.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-976-AirFrance-KLM_presentation_04-21.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'Renewable Energy']"
-000-239-Exelon_2015-CSR-Report_06_01_2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Support of UN Climate Process', 'Renewable Energy', 'Communication of Climate Science']"
-000-710-Lafarge_Holcim_leaflet_public_policy_advocacy_lh_april_2019.pdf,"['Energy and Resource Efficiency', 'Supporting the Need for Regulations']"
-000-943-Airbus_Meeting-with-MOVE_Sept-21.pdf,"['Emissions Trading', 'Renewable Energy']"
-000-239-Dominion-Resource_Consultation-Comments-On-EPA-Clean-Power_Plan_22_12_2016.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Emissions Trading', 'Supporting the Need for Regulations', 'Renewable Energy', 'Energy and Resource Efficiency']"
-000-743-White_Environmental_Stewardship_pg6.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-166-127260_Statoil---Q7-:-D5_166687_2016-01-05_16:19.pdf,"['Emissions Trading', 'Supporting the Need for Regulations']"
-000-901-Marathon_Dec2021_SAFBTCs_Dec2021.pdf,"['Support of UN Climate Process', 'Renewable Energy']"
-000-279-Anglo-American_Green-Biz_Who's-Who-Amongst-COP21-Commitments_30-05-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process']"
-000-166-Statoil_Presentation_EU_2020_January_5_2015.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Renewable Energy']"
-000-723-United-Airlines_2019-10-K-Report_09-12-2020.pdf,"['GHG Emission Regulation', 'Communication of Climate Science', 'Emissions Trading', 'Supporting the Need for Regulations']"
-000-029-69_E.ON---Q2-:-D1_29908_2015-06-15_16:30.pdf,"['Communication of Climate Science', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-391-2018_environment_report.pdf,"['GHG Emission Regulation', 'Alignment with IPCC on Climate Action']"
-000-263-Statoil_Corporate-Website_Climate-Change_13-04-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Carbon Tax']"
-000-826-SiemensGamesa_Twitter_Jun21_3.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-001-053-EnbridgeInc-e.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency']"
-000-907-Santos_Climate-Change-Policy_2021.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-859-GM_Consultation_US-GHG_10-2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'GHG Emission Regulation']"
-000-842-12_Exxon-Mobil---Q10-:-D2_842878_2021-09-20_14:00.pdf,"['Energy Transition & Zero Carbon Technologies', 'Supporting the Need for Regulations']"
-000-744-thyssenkrupp_hydrogen_climateneutral_1.9.20_feb2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Renewable Energy']"
-000-752-sasol-focus-story-climate-change-4_August2018.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Energy and Resource Efficiency']"
-000-280-BHP-Billiton_ABC-News_BHP-Boss-Told-Trump-To-Stick-With-Paris_05-06-2017.pdf,"['Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-270-Glencore_Consultation_Philippines-Human-Rights-Commission-Climate-Change_15-05-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-241-RWE_Consultation-Submission_Fifth-Carbon-Budget_12-01-2017.pdf,"['Energy and Resource Efficiency', 'GHG Emission Regulation', 'Renewable Energy']"
-001-051-EDF_EPBD_Consultation_June_2021_September_2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency']"
-000-288-Maersk-Moller_Blog_Why-Shipping-Must-Up-Game-To-Fight-Global-Warming_13-07-2017.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-744-P&G_CLC_Roadmap_Feb_2021.pdf,"['Supporting the Need for Regulations', 'Carbon Tax']"
"-000-378-CDP_Imperial_Oil_2017_Climate_Change_p.4,_CC2.3a.pdf","['Transparency on Legislation', 'Emissions Trading', 'Carbon Tax']"
-000-256-Dominion_Resources__EENews_Local_groups_push_back_on_utility's_carbon-cutting_plan__January2016_24.Feb.2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading']"
-000-850-CLG_uk-ndc-letter_11.20_oct2021.pdf,"['Supporting the Need for Regulations', 'GHG Emission Regulation', 'Alignment with IPCC on Climate Action', 'Support of UN Climate Process']"
-000-710-Exxon_2020_TwitterEU2050_Nov2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-818-basf_wd_pr_FF55_14.7.21_july2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'GHG Emission Regulation', 'Carbon Tax', 'Alignment with IPCC on Climate Action', 'Renewable Energy', 'Energy and Resource Efficiency']"
-001-038-CocaCola_2020_ClimateChangeLetter_August2022.pdf,"['Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-712-CRH_CDP2020_nov2020.pdf,"['Transparency on Legislation', 'Disclosure on Relationships']"
-000-900-MYCOP2~1.PDF,"['Communication of Climate Science', 'Supporting the Need for Regulations']"
-000-063-EDF_EU_ETS_Consultation_July_10_2015.pdf,"['Emissions Trading', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-455-Woodside_2019_WAEPAGHG_March2020.pdf,"['GHG Emission Regulation', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-392-TransCanada_2019_Sustainability&CCReport_Q3_June2019.pdf,"['Support of UN Climate Process', 'Supporting the Need for Regulations']"
-000-380-Origin_2018CDP_December_2018.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Emissions Trading', 'Renewable Energy', 'Energy and Resource Efficiency']"
-000-727-EDF_uk_pressrelease_17.12.20_dec2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-380-Occidental__Reuters_CEO_CarbonTax_Pars_Oct2018.pdf,"['Support of UN Climate Process', 'Carbon Tax']"
-000-746-minutesmeetingcomissionerbreton_steel_10.9.20_feb2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
"-000-191-The_Italian_Energy_Exec_Who_Thinks_Gas_Can_Unite_Egypt_and_Israel,_Aug_2016.pdf","['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-859-conocophillips-2020-sustainability-report80.pdf,"['Support of UN Climate Process', 'Supporting the Need for Regulations']"
-000-090-Vale_Sustainability_Report_October_17_2015_.pdf,"['Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-394-GeneralElectric_Response_2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Transparency on Legislation', 'Disclosure on Relationships', 'Supporting the Need for Regulations']"
-000-069-Suncor_Ecofiscal-Report-The-Way-Forward_June_5_2015.pdf,"['Communication of Climate Science', 'Alignment with IPCC on Climate Action', 'Carbon Tax']"
-000-899-AirLiquide_CEO_Q22021Results_EarningsCallTranscript_30.7.21_jan2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Emissions Trading', 'Carbon Tax', 'Renewable Energy']"
-000-439-Exxon_2019_Pursuing2degrees_Dec2019.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'Supporting the Need for Regulations', 'Carbon Tax']"
"-000-715-We_could_store_all_the_Amazon's_carbon,_says_Santos.pdf","['Energy Transition & Zero Carbon Technologies', 'Renewable Energy']"
-000-751-shell-response-updating-eu-ets-combined.pdf,"['Energy and Resource Efficiency', 'Emissions Trading', 'Carbon Tax']"
-000-900-Daikin_sustainability_report_2021_forests.pdf,"['Land Use', 'Communication of Climate Science']"
-000-741-Uniper_Submission_Clean-Air-Plan-Wales_Mar20_accessedFeb21.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Emissions Trading']"
-000-390-CLARITYFUELCELLPRESSKIT_FINAL.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-792-meeting_breton_EII_24.3.21_jun21.pdf,"['Emissions Trading', 'Supporting the Need for Regulations', 'Carbon Tax']"
-000-751-Xcel_2019CDP_March_2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'Carbon Tax']"
-000-742-Exelon_NJ_EnergyMasterPlanACE2_Comments_Feb_2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency']"
-000-699-Shell_sustainableaviationfuelcomment_2.4.20_oct2020.pdf,"['Emissions Trading', 'Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action', 'Renewable Energy']"
-000-891-climate_policy.pdf,"['Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-065-BHP_Billiton_World_Bank_June_2015.pdf,"['Support of UN Climate Process', 'Emissions Trading']"
-000-011-EDF_2013_annual_sustainability_report_May_21_2015.pdf,"['Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-218-ENI_CDP__Response_to_Climate_Change_Information_Request__Policy_Positions_2016_18.10.2016.pdf,"['Transparency on Legislation', 'Emissions Trading']"
-000-452-Why_shipping_must_show_more_ambition_to_tackle_climate_change.pdf,"['Support of UN Climate Process', 'Supporting the Need for Regulations']"
-000-743-Top_companies_call_for_ambitious_U.S._climate_policy___Center_for_Climate_and_Energy_Solutions.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-369-Naturgy_2017-CDP-Response_17-07-2018.pdf,"['Energy and Resource Efficiency', 'Disclosure on Relationships', 'Emissions Trading', 'Renewable Energy']"
-000-254-Centrica_Written_response_to_UK_house_of_lord's_EU_Energy_and_Environment_Sub-Committee_EU_Energy_Governance_10.Feb.2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'GHG Emission Regulation', 'Carbon Tax', 'Supporting the Need for Regulations', 'Renewable Energy', 'Energy and Resource Efficiency']"
-001-020-Ford_ACEA_Joint_Statement-Dec20_Accessed-Jul22.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'Carbon Tax', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations', 'Communication of Climate Science']"
-000-832-Eskom_Hld_SOC_Ltd_on_Twitter___Intergovernmental_Panel_on_Climate_Change_the_catastrophic_impacts_of_anthropogenic_climate_change_-CEOAugust2021.pdf,"['Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-862-Unilever_2021_How_we_will_grow_our_ingredients_May2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Communication of Climate Science']"
-000-852-C2ES_NetZeroInfrastructure_July2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-820-Dominion_climatereport_governance&risks_07.21_july2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Supporting the Need for Regulations']"
-000-239-Dominion-Resource_Cover-Letter_2016-Virginia-Integrated-Resource-Plan_Report_22_12_2016.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-899-Airliquide_LD-2DisclosureForm_Q2_30.6.21_jan2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Renewable Energy']"
-000-484-BP_2020_ArtsFunding_March2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-071-SuncorEnergyExtract_CDP2014_June.10.2015.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Emissions Trading', 'Transparency on Legislation', 'Disclosure on Relationships', 'Renewable Energy', 'Energy and Resource Efficiency']"
-000-301-BASF_Accenture-Report_Call-Climate-Action_10-10-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Communication of Climate Science']"
-000-383-ENGIE.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Alignment with IPCC on Climate Action']"
-000-902-United_Twitter_09-09-21.pdf,"['Land Use', 'Energy Transition & Zero Carbon Technologies']"
-000-731-Lafargeholcim_CDP2019_jan2021.pdf,"['Energy and Resource Efficiency', 'Emissions Trading', 'Carbon Tax']"
-000-243-CEZ_FT_Lobbyists-take-on-renewables_16-01-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Renewable Energy']"
-000-818-Fortum_Energy_Efficiency_Directive_Public_Consultation_Response-Feb2021_AccessedJuly2021.pdf,"['Energy and Resource Efficiency', 'Emissions Trading']"
-000-409-Fortum_Tweet_Q2.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-001-039-Xcel_startribune_CEOinterview_14.8.21.pdf,"['Energy Transition & Zero Carbon Technologies', 'Communication of Climate Science']"
-000-409-Fortum_CDP_2018_123.pdf,"['Renewable Energy', 'Energy and Resource Efficiency', 'Emissions Trading', 'Carbon Tax']"
-000-705-Comment_(58).pdf,"['Energy and Resource Efficiency', 'GHG Emission Regulation']"
-000-763-Sustainabilit_Report_2020_Feb2021_AccessedApril2021p52.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-724-Equinor_2018_ForbesSVP_Dec2020.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
"-000-192-The_Energy_Renaissance_–_And_What_its_Price_Cycles_Mean_to_You,_May_2016.pdf","['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Supporting the Need for Regulations']"
-000-243-RWE_Financial_Report_November_9_2015.pdf,"['Renewable Energy', 'Emissions Trading', 'Carbon Tax']"
-000-716-Heidelbergcement_sustainabilityreport2019_26.6.20_nov2020.pdf,"['Transparency on Legislation', 'Emissions Trading']"
-000-946-Utilities_EPA_Californiawaiver_7.7.21_dec2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-905-Teck_CDP_Climate_Change_Engagement_2021_accessedJan22.pdf,"['GHG Emission Regulation', 'Carbon Tax']"
-000-729-BP_2020_MethaneRegulationRecommendatinos_Jan2021.pdf,"['GHG Emission Regulation', 'Alignment with IPCC on Climate Action']"
-000-743-Business_response_to_CCC_recommendations_may2019.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-369-OMV_2015_CEO_Profil_06.07.2018.pdf,"['Energy Transition & Zero Carbon Technologies', 'Carbon Tax']"
-000-242-SSE_News_Opportunity-As-Government-Resets-Energy-Policy_13-01-2017.pdf,"['Energy and Resource Efficiency', 'Carbon Tax']"
-000-862-bayer_news_climatepolicy_7.10.21_oct2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-902-Vistra_Ohio_lobbying_27.9.21_jan2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency', 'Renewable Energy']"
-000-562-CDP_Information_Request_AGL_Policy_Engagement_2019.pdf.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency', 'Emissions Trading', 'Renewable Energy']"
-000-063-ENI_EU_ETS_Consultation_July_10_2015.pdf,"['GHG Emission Regulation', 'Emissions Trading']"
-000-279-Anglo-American_Corporate-Website-Stories_New-Hydogen-Council-Launches-Davos-2017_30-05-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-076-Duke_JointEnergyPolicyCommPresentation_June_19_2015.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Renewable Energy']"
-000-563-BHP_2020_CCReportMediaRelease_Sept2020.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-253-CEZ_ConsultationResponse_EU_Energy_Efficiency_January_2016_February2017.pdf,"['Energy and Resource Efficiency', 'Emissions Trading']"
-000-095-CDP_Information_Request_AGL_Policy_Engagement_October_2015.pdf,"['Energy and Resource Efficiency', 'Renewable Energy']"
-000-448-Total_2019_OGCIPressRelease_Feb2020.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-372-Panasonic_Japan_Climate_Initiative_11-09-2018.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-905-OGCI-Strategy-September-2021.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-371-Philips_2017-CDP-Response_08-08-2018.pdf,"['Energy Transition & Zero Carbon Technologies', 'Transparency on Legislation', 'Disclosure on Relationships', 'Renewable Energy', 'Energy and Resource Efficiency']"
-000-102-101_Duke-Energy---Q2-:-D1_102126_2015-11-17_10:27.pdf,"['GHG Emission Regulation', 'Alignment with IPCC on Climate Action']"
-000-997-Suzuki_NZ_Consultation-Nov2021_Accessed-Jun2022.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-435-Exxon_2019_TwitterCarbonTax_Dec2019.pdf,"['GHG Emission Regulation', 'Carbon Tax']"
-000-697-Coal_fired_power_stations_-_sub39.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations', 'Renewable Energy']"
-000-444-Shell_2019_USA2050Questionnaire-p2_Jan2020.pdf,"['GHG Emission Regulation', 'Communication of Climate Science', 'Alignment with IPCC on Climate Action', 'Support of UN Climate Process']"
-000-905-SSAB_EUpublicconsultation_EUETS_26.11.20_jan2022.pdf,"['Emissions Trading', 'GHG Emission Regulation', 'Carbon Tax', 'Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-739-Feedback_from__ENEL_spa_revision-of-the-co2-emission-standards-for-cars-and-vans.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-720-cez_hydrogen_July2020.pdf,"['Renewable Energy', 'Emissions Trading', 'Carbon Tax']"
-000-435-GeneralMotors_CDP_2019_climatechange.pdf,"['Energy Transition & Zero Carbon Technologies', 'Transparency on Legislation', 'Disclosure on Relationships']"
-000-819-Transform_to_Net_Zero_Q2_July_2021_July_2021.pdf,"['Communication of Climate Science', 'Alignment with IPCC on Climate Action']"
-000-176-Total_'integrating_climate_into_our_strategy'_May2016Report_June_29_2016.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process']"
-000-720-Fortum_Consultation_EU-2030-Climate-Ambition_30-11-2020.pdf,"['GHG Emission Regulation', 'Emissions Trading', 'Carbon Tax', 'Support of UN Climate Process', 'Supporting the Need for Regulations', 'Renewable Energy', 'Energy and Resource Efficiency']"
-000-243-81207_Engie---Q7-:-D4_243672_2017-01-16_16:29.pdf,"['GHG Emission Regulation', 'Emissions Trading']"
-000-279-Anglo-American_Report-Climate-Change-Supplement_26-05-2017.pdf,"['Energy Transition & Zero Carbon Technologies', 'Support of UN Climate Process', 'Transparency on Legislation', 'Alignment with IPCC on Climate Action', 'Communication of Climate Science']"
-000-719-Fortum_Letter_EU-Council-Ministers-Decarbonisation_25-11-2020.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation', 'Emissions Trading']"
-000-832-RioTinto_Consultation_NZAmendementBill.pdf,"['Support of UN Climate Process', 'Emissions Trading', 'Supporting the Need for Regulations']"
-000-717-170168_Heidelberg-Cement---Q7-:-D5_374241_2020-11-23_11:24.pdf,"['Emissions Trading', 'Supporting the Need for Regulations']"
-000-753-090166e5da511744.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-238-Southern-Company_Utility-Dive_5-Utility-CEOs-On-Energy-Transformation_21_12_2016.pdf,"['GHG Emission Regulation', 'Supporting the Need for Regulations', 'Renewable Energy']"
-000-909-AES_Ohiolobbying_activityreport_28.9.21_jan2022.pdf,"['Energy and Resource Efficiency', 'Renewable Energy']"
-000-740-Uniper_Submission_Helm-Review_Dec17_accessedFeb21.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'Carbon Tax']"
-000-723-GM-2019-Sustainability-Report_p.42.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency', 'GHG Emission Regulation']"
-000-078-MWalliance_letter_to_Governor_of_Ohio_renewable_energy_legislation_August_18_2015.pdf,"['Energy and Resource Efficiency', 'Renewable Energy']"
-000-807-Uniper_Consultation_CO2-Standards-LDVs_07-2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-242-Enel_MagritteGroup_FixtheETS_November2016_13.January.2017.pdf,"['Support of UN Climate Process', 'GHG Emission Regulation', 'Emissions Trading', 'Renewable Energy']"
-000-382-BP_BD_Oil_&_Money_2018_Keynote_Oct2018.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-380-PepsiCo_ClimateChange_2018.pdf,"['Transparency on Legislation', 'Alignment with IPCC on Climate Action']"
-000-903-Sasol_Press-release_Nov21.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
-000-893-Danone_2021_Regenerative_Agriculture_2021.pdf,"['Energy and Resource Efficiency', 'Communication of Climate Science']"
-000-711-Severstal_CSR_SD_Report_2019_EN.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-826-SiemensEnergy_Consultation_EU-ETS_Feb21.pdf,"['Energy Transition & Zero Carbon Technologies', 'Emissions Trading', 'Supporting the Need for Regulations']"
-000-772-BASF_Speech_AGM_2021_29.4.21_may21.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations', 'Renewable Energy']"
-000-382-GM_USAtoday_MaryBarra_NZEV_Oct2018.pdf,"['Energy and Resource Efficiency', 'GHG Emission Regulation']"
-000-739-Iberdrola_Consultation_EU-CO2-Emissions-Vans-Cars_02-2021.pdf,"['Energy Transition & Zero Carbon Technologies', 'GHG Emission Regulation']"
-000-772-Volvo_Group_and_Daimler_Truck_AG_fully_committed_to_hydrogen-based_fuel-cells_-_launch_of_new_joint_venture_cellcentric.pdf,"['Energy Transition & Zero Carbon Technologies', 'Alignment with IPCC on Climate Action']"
-000-708-Exxon_2019_InnovationPt2_Oct2020.pdf,"['Supporting the Need for Regulations', 'Carbon Tax']"
-000-218-Suncor_Response_to_CDP_Climate_Change_questionnaire_2016_Policy_Positions_17.10.2016.pdf,"['Energy and Resource Efficiency', 'Emissions Trading', 'Transparency on Legislation']"
-000-055-18_Chevron---Q4-:-D1_55408_2015-06-29_09:56.pdf,"['Support of UN Climate Process', 'Supporting the Need for Regulations']"
-000-753-Eskom_integrated_report_March2019_AccessedMarch2021p67.pdf,"['Energy Transition & Zero Carbon Technologies', 'Supporting the Need for Regulations']"
-000-869-Vedanta_2021-Sustainability-Report_44.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action', 'Supporting the Need for Regulations']"
-000-741-Uniper_Submission_Hydrogen-Strategy_Jun20_accessedFeb21.pdf,"['Energy Transition & Zero Carbon Technologies', 'Energy and Resource Efficiency']"
-000-870-Power_Assets_Holding_Sustainability_Report_2020_AccessedNovember2021p14.pdf,"['Support of UN Climate Process', 'Alignment with IPCC on Climate Action']"
